date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:26:17	165548/165548	---M--	200	added ('OK')	application/font-sfnt	etag:%2259d12ab4-286ac%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/css/font-awesome.css)
09:26:17	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%2259d12ab4-6c7db%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/fonts/fontawesome-webfont3e6e.svg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/css/font-awesome.css)
09:26:18	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-56aa6225a1e40%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/css/plugins/owl.video.play.png	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/css/plugins/owl.video.play.png	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/css/plugins/owl.carousel.css)
09:26:18	84981/84981	---M--	200	added ('OK')	image/png	etag:%225a993ad6-14bf5%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/about-bg.png	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/about-bg.png	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
09:26:18	111960/111960	---M--	200	added ('OK')	image/jpeg	etag:%225a993ad6-1b558%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/reviews-bg.jpg	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/reviews-bg.jpg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
09:26:19	87670/87670	---M--	200	added ('OK')	image/jpeg	etag:%225a0d2ba6-15676%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-1.jpg	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-1.jpg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
09:26:19	83464/83464	---M--	200	added ('OK')	image/jpeg	etag:%225a0d2bd4-14608%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-2.jpg	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-2.jpg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
09:26:19	88821/88821	---M--	200	added ('OK')	image/jpeg	etag:%225a0d3162-15af5%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-3.jpg	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-3.jpg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
09:26:19	64888/64888	---M--	200	added ('OK')	image/jpeg	etag:%225a0d32f4-fd78%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-4.jpg	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-4.jpg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
09:26:19	53895/53895	---M--	200	added ('OK')	image/jpeg	etag:%225a0d2f16-d287%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-5.jpg	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-5.jpg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
09:26:20	85954/85954	---M--	200	added ('OK')	image/jpeg	etag:%225a0d2c36-14fc2%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-6.jpg	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-6.jpg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
09:26:20	170014/170014	---M--	200	added ('OK')	image/jpeg	etag:%225a0d2b44-2981e%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-7.jpg	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-7.jpg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
09:26:20	141764/141764	---M--	200	added ('OK')	image/jpeg	etag:%225a0d2f74-229c4%22	https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-8.jpg	C:/Users/Lenovo%20Pad/Desktop/company_website/tf.rajuahammad.com/html/agencypoint-preview/demo/black/assets/img/portfolio/portfolio-8.jpg	(from https://tf.rajuahammad.com/html/agencypoint-preview/demo/black/style.css)
